,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3714,38,management,divorced,tertiary,no,151,yes,no,cellular,17,jul,50,1,-1,0,unknown,no
3715,38,management,divorced,tertiary,no,155,yes,no,unknown,20,jun,25,26,-1,0,unknown,no
3716,38,management,divorced,tertiary,no,162,no,no,cellular,25,aug,323,4,-1,0,unknown,no
3717,38,management,divorced,tertiary,no,441,yes,no,cellular,30,jan,67,1,-1,0,unknown,no
3718,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no
3719,38,management,divorced,tertiary,no,4692,yes,no,unknown,29,may,1363,2,-1,0,unknown,yes
3720,38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,yes
3721,38,management,married,primary,no,1365,yes,no,unknown,5,jun,224,1,-1,0,unknown,no
3722,38,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,no
3723,38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,unknown,no
3724,38,management,married,tertiary,no,-498,no,no,cellular,14,aug,85,6,-1,0,unknown,no
3725,38,management,married,tertiary,no,-239,yes,no,unknown,2,jun,221,2,-1,0,unknown,no
3726,38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,1,-1,0,unknown,yes
3727,38,management,married,tertiary,no,0,yes,no,unknown,20,jun,211,2,-1,0,unknown,no
3728,38,management,married,tertiary,no,76,yes,no,cellular,20,apr,167,2,287,3,failure,no
3729,38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,yes
3730,38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,-1,0,unknown,yes
3731,38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
3732,38,management,married,tertiary,no,328,no,no,cellular,8,aug,230,2,-1,0,unknown,no
3733,38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,-1,0,unknown,yes
3734,38,management,married,tertiary,no,536,yes,no,cellular,22,oct,234,1,92,1,success,yes
3735,38,management,married,tertiary,no,590,no,no,cellular,31,jul,49,2,-1,0,unknown,no
3736,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
3737,38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
3738,38,management,married,tertiary,no,630,no,no,cellular,2,sep,362,1,388,3,other,yes
3739,38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
3740,38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown,no
3741,38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown,no
3742,38,management,married,tertiary,no,1199,no,no,cellular,3,aug,482,1,-1,0,unknown,yes
3743,38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
3744,38,management,married,tertiary,no,1223,no,no,cellular,12,aug,1092,5,-1,0,unknown,yes
3745,38,management,married,tertiary,no,1276,no,no,cellular,17,may,272,2,182,3,success,yes
3746,38,management,married,tertiary,no,1308,yes,no,cellular,2,feb,626,1,-1,0,unknown,yes
3747,38,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,2,-1,0,unknown,no
3748,38,management,married,tertiary,no,1463,yes,no,cellular,25,aug,425,4,-1,0,unknown,no
3749,38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,yes
3750,38,management,married,tertiary,no,1617,yes,no,cellular,16,apr,691,1,-1,0,unknown,no
3751,38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,1,-1,0,unknown,yes
3752,38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,no
3753,38,management,married,tertiary,no,2278,yes,yes,cellular,13,may,244,1,-1,0,unknown,no
3754,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes
3755,38,management,married,tertiary,no,4293,yes,no,cellular,6,may,92,2,250,2,failure,no
3756,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,yes
3757,38,management,married,unknown,no,76,no,no,cellular,16,mar,261,1,-1,0,unknown,yes
3758,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
3759,38,management,married,unknown,no,3576,no,no,cellular,26,may,579,1,-1,0,unknown,yes
3760,38,management,single,secondary,no,399,yes,no,cellular,11,aug,367,4,-1,0,unknown,no
3761,38,management,single,tertiary,no,91,yes,no,unknown,19,may,492,9,-1,0,unknown,no
3762,38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,yes
3763,38,management,single,tertiary,no,427,yes,no,cellular,18,nov,253,1,182,1,failure,no
3764,38,management,single,tertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,yes
3765,38,management,single,tertiary,no,619,yes,no,unknown,6,jun,460,4,-1,0,unknown,yes
3766,38,management,single,tertiary,no,633,no,no,cellular,9,jul,171,3,-1,0,unknown,no
3767,38,management,single,tertiary,no,690,yes,no,unknown,20,may,34,1,-1,0,unknown,no
3768,38,management,single,tertiary,no,1746,yes,no,unknown,21,may,139,1,-1,0,unknown,no
3769,38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,no
3770,38,management,single,tertiary,no,3141,no,no,cellular,9,nov,347,4,189,2,success,yes
3771,38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,286,1,other,yes
3772,38,management,single,tertiary,no,4841,no,no,cellular,22,may,580,3,-1,0,unknown,no
3773,38,management,single,tertiary,no,6836,yes,no,unknown,29,may,374,4,-1,0,unknown,no
3774,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
3775,38,management,single,unknown,no,715,yes,no,cellular,2,apr,951,1,132,3,failure,no
3776,38,self-employed,divorced,secondary,no,0,yes,no,cellular,20,apr,84,1,-1,0,unknown,no
3777,38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,163,2,-1,0,unknown,no
3778,38,self-employed,married,secondary,no,30,no,no,unknown,16,jun,91,1,-1,0,unknown,no
3779,38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,-1,0,unknown,no
3780,38,self-employed,married,secondary,no,215,yes,no,cellular,20,nov,70,1,167,1,failure,no
3781,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
3782,38,self-employed,married,tertiary,no,2084,yes,no,cellular,16,apr,71,2,330,2,failure,no
3783,38,services,divorced,secondary,no,61,no,no,unknown,5,jun,636,1,-1,0,unknown,yes
3784,38,services,divorced,secondary,no,446,yes,no,unknown,18,jun,373,4,-1,0,unknown,no
3785,38,services,married,primary,no,0,no,no,cellular,28,jul,33,3,-1,0,unknown,no
3786,38,services,married,secondary,no,-349,yes,no,cellular,20,apr,111,2,328,5,failure,no
3787,38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
3788,38,services,married,secondary,no,133,yes,no,unknown,27,may,267,1,-1,0,unknown,no
3789,38,services,married,secondary,no,173,yes,no,unknown,20,may,130,2,-1,0,unknown,no
3790,38,services,married,secondary,no,507,yes,no,cellular,17,apr,55,1,344,1,failure,no
3791,38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,yes
3792,38,services,married,secondary,no,797,yes,no,cellular,20,apr,62,4,-1,0,unknown,no
3793,38,services,married,secondary,no,934,yes,no,cellular,14,may,715,1,-1,0,unknown,yes
3794,38,services,married,secondary,no,968,yes,no,cellular,6,apr,272,1,-1,0,unknown,no
3795,38,services,married,secondary,no,1313,no,no,unknown,17,jun,33,2,-1,0,unknown,no
3796,38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,yes
3797,38,services,married,secondary,no,2678,no,no,cellular,28,sep,282,2,187,1,success,yes
3798,38,services,married,secondary,no,3165,yes,no,unknown,12,may,152,2,-1,0,unknown,no
3799,38,services,married,secondary,no,4017,no,no,cellular,4,aug,470,1,96,3,success,yes
3800,38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,6,failure,yes
3801,38,services,married,tertiary,no,0,yes,no,cellular,17,apr,239,1,147,4,failure,no
3802,38,services,married,tertiary,no,563,yes,no,cellular,7,may,251,2,-1,0,unknown,no
3803,38,services,married,tertiary,no,1018,no,no,unknown,16,jun,325,3,-1,0,unknown,no
3804,38,services,single,secondary,no,91,no,no,cellular,2,mar,207,1,-1,0,unknown,yes
3805,38,services,single,secondary,no,322,yes,no,unknown,26,may,61,1,-1,0,unknown,no
3806,38,services,single,secondary,no,1315,no,no,unknown,20,jun,23,12,-1,0,unknown,no
3807,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
3808,38,services,single,tertiary,no,1222,yes,no,unknown,5,jun,237,2,-1,0,unknown,no
3809,38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,unknown,yes
3810,38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure,yes
3811,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown,yes
3812,38,student,single,unknown,no,64,no,no,cellular,6,aug,789,1,-1,0,unknown,no
3813,38,technician,divorced,secondary,no,-397,yes,yes,cellular,21,jul,91,9,-1,0,unknown,no
3814,38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,1,-1,0,unknown,yes
3815,38,technician,divorced,secondary,no,1221,yes,yes,cellular,18,aug,73,7,-1,0,unknown,no
3816,38,technician,divorced,tertiary,no,304,yes,no,cellular,20,apr,8,2,-1,0,unknown,no
3817,38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,no
3818,38,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,2,-1,0,unknown,yes
3819,38,technician,married,primary,no,217,yes,no,unknown,9,jun,491,6,-1,0,unknown,yes
3820,38,technician,married,secondary,no,0,yes,no,cellular,22,apr,315,1,-1,0,unknown,yes
3821,38,technician,married,secondary,no,0,yes,no,cellular,22,jul,1545,1,-1,0,unknown,yes
3822,38,technician,married,secondary,no,0,yes,yes,cellular,15,jul,146,4,-1,0,unknown,no
3823,38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
3824,38,technician,married,secondary,no,20,no,no,cellular,2,feb,147,1,-1,0,unknown,no
3825,38,technician,married,secondary,no,183,yes,no,cellular,16,apr,256,3,339,2,failure,no
3826,38,technician,married,secondary,no,185,no,yes,cellular,29,aug,44,16,-1,0,unknown,no
3827,38,technician,married,secondary,no,205,no,no,cellular,26,may,332,1,-1,0,unknown,yes
3828,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
3829,38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
3830,38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
3831,38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no
3832,38,technician,married,secondary,no,497,no,no,unknown,14,apr,173,1,-1,0,unknown,yes
3833,38,technician,married,secondary,no,557,yes,no,cellular,16,nov,1556,4,-1,0,unknown,yes
3834,38,technician,married,secondary,no,565,no,no,cellular,20,aug,93,2,-1,0,unknown,no
3835,38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no
3836,38,technician,married,secondary,no,728,yes,no,cellular,18,nov,286,1,181,2,other,no
3837,38,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,3,-1,0,unknown,yes
3838,38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown,yes
3839,38,technician,married,secondary,no,1696,no,no,cellular,20,nov,267,2,-1,0,unknown,no
3840,38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,unknown,yes
3841,38,technician,married,secondary,no,2767,yes,no,cellular,21,nov,711,2,-1,0,unknown,no
3842,38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,1,95,7,success,yes
3843,38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes
3844,38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
3845,38,technician,married,secondary,no,10596,no,no,cellular,19,aug,195,1,197,4,other,yes
3846,38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,188,4,-1,0,unknown,no
3847,38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,yes
3848,38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,no
3849,38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,unknown,yes
3850,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,yes
3851,38,technician,married,tertiary,no,940,no,no,cellular,12,aug,191,7,-1,0,unknown,no
3852,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown,no
3853,38,technician,married,tertiary,no,4383,no,no,cellular,4,feb,1381,4,-1,0,unknown,yes
3854,38,technician,married,unknown,no,90,yes,yes,unknown,8,may,20,2,-1,0,unknown,no
3855,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes
3856,38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,no
3857,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,failure,no
3858,38,technician,single,secondary,no,145,yes,no,unknown,27,may,109,2,-1,0,unknown,no
3859,38,technician,single,secondary,no,211,yes,no,cellular,29,jan,236,2,-1,0,unknown,no
3860,38,technician,single,secondary,no,565,yes,no,cellular,30,apr,1143,1,-1,0,unknown,yes
3861,38,technician,single,secondary,no,1019,yes,no,cellular,6,may,249,1,-1,0,unknown,no
3862,38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,yes
3863,38,technician,single,secondary,no,1655,no,no,cellular,29,jul,392,2,-1,0,unknown,no
3864,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,-1,0,unknown,no
3865,38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
3866,38,technician,single,secondary,no,1711,no,no,telephone,30,sep,234,1,-1,0,unknown,yes
3867,38,technician,single,secondary,no,3278,no,no,cellular,19,aug,645,14,-1,0,unknown,yes
3868,38,technician,single,tertiary,no,0,no,no,cellular,28,aug,247,2,-1,0,unknown,no
3869,38,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,3,-1,0,unknown,yes
3870,38,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,1103,2,-1,0,unknown,yes
3871,38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,yes
3872,38,technician,single,tertiary,no,2496,no,no,unknown,17,jun,193,1,-1,0,unknown,no
3873,38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,yes
3874,38,unemployed,married,secondary,no,0,no,no,cellular,24,jul,168,2,-1,0,unknown,no
3875,38,unemployed,married,secondary,no,995,no,no,unknown,26,jul,84,1,-1,0,unknown,no
3876,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
3877,38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
3878,39,admin.,divorced,secondary,no,1,no,yes,cellular,7,jul,281,1,-1,0,unknown,no
3879,39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success,yes
3880,39,admin.,divorced,secondary,no,83,yes,no,cellular,30,jul,69,6,-1,0,unknown,no
3881,39,admin.,divorced,secondary,no,112,no,no,cellular,16,sep,574,3,-1,0,unknown,yes
3882,39,admin.,divorced,secondary,no,160,yes,no,cellular,5,aug,156,1,-1,0,unknown,no
3883,39,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133,2,-1,0,unknown,no
3884,39,admin.,married,secondary,no,-367,yes,no,cellular,16,apr,667,2,-1,0,unknown,no
3885,39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no
3886,39,admin.,married,secondary,no,130,yes,yes,cellular,4,feb,1290,2,-1,0,unknown,yes
3887,39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no
3888,39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,116,2,failure,yes
3889,39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success,yes
3890,39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes
3891,39,admin.,married,secondary,no,1221,no,no,unknown,12,jun,97,1,-1,0,unknown,no
3892,39,admin.,married,secondary,no,1388,yes,no,cellular,15,jul,150,5,-1,0,unknown,no
3893,39,admin.,married,secondary,no,1577,yes,no,unknown,4,jun,282,15,-1,0,unknown,no
3894,39,admin.,married,secondary,no,1595,yes,no,unknown,5,jun,102,2,-1,0,unknown,no
3895,39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,no
3896,39,admin.,single,secondary,no,0,no,yes,unknown,19,jun,142,1,-1,0,unknown,no
3897,39,admin.,single,secondary,no,223,no,no,cellular,4,feb,277,1,-1,0,unknown,no
3898,39,admin.,single,secondary,no,1078,no,no,unknown,3,jun,199,3,-1,0,unknown,no
3899,39,admin.,single,secondary,no,2749,yes,no,cellular,19,nov,128,1,-1,0,unknown,no
3900,39,admin.,single,secondary,no,2854,yes,no,unknown,2,jun,64,1,-1,0,unknown,no
3901,39,admin.,single,secondary,no,6512,no,no,unknown,20,jun,16,6,-1,0,unknown,no
3902,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown,yes
3903,39,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown,no
3904,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,yes
3905,39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no
3906,39,blue-collar,divorced,secondary,no,33,no,no,cellular,29,jan,593,4,-1,0,unknown,no
3907,39,blue-collar,divorced,unknown,no,463,yes,no,cellular,18,may,169,1,-1,0,unknown,no
3908,39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,176,1,-1,0,unknown,no
3909,39,blue-collar,married,primary,no,-119,no,no,unknown,17,jun,135,6,-1,0,unknown,no
3910,39,blue-collar,married,primary,no,70,no,no,unknown,8,may,813,1,-1,0,unknown,yes
3911,39,blue-collar,married,primary,no,186,yes,no,unknown,16,may,208,3,-1,0,unknown,no
3912,39,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown,no
3913,39,blue-collar,married,primary,no,332,yes,no,unknown,8,may,277,3,-1,0,unknown,no
3914,39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
3915,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes
3916,39,blue-collar,married,primary,no,2715,yes,no,unknown,2,jun,201,3,-1,0,unknown,no
3917,39,blue-collar,married,primary,no,12848,yes,no,unknown,5,jun,337,2,-1,0,unknown,no
3918,39,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
3919,39,blue-collar,married,secondary,no,39,yes,no,unknown,18,jun,34,6,-1,0,unknown,no
3920,39,blue-collar,married,secondary,no,62,yes,no,cellular,7,may,877,3,-1,0,unknown,yes
3921,39,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,1,-1,0,unknown,yes
3922,39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,237,1,-1,0,unknown,no
3923,39,blue-collar,married,secondary,no,284,yes,yes,cellular,17,apr,1426,2,318,6,failure,no
3924,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,no
3925,39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,1232,2,-1,0,unknown,yes
3926,39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,unknown,yes
3927,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,yes
3928,39,blue-collar,married,secondary,no,1382,yes,no,cellular,12,aug,357,1,182,2,success,yes
3929,39,blue-collar,married,secondary,no,1403,no,no,cellular,11,may,214,8,326,2,failure,no
3930,39,blue-collar,married,secondary,no,1756,yes,no,cellular,3,apr,939,1,-1,0,unknown,yes
3931,39,blue-collar,married,secondary,no,3832,yes,no,unknown,20,jun,14,13,-1,0,unknown,no
3932,39,blue-collar,married,secondary,no,5222,yes,no,cellular,21,nov,239,2,177,1,failure,no
3933,39,blue-collar,married,secondary,no,11854,yes,no,cellular,15,may,15,9,-1,0,unknown,no
3934,39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,-1,0,unknown,yes
3935,39,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,650,2,-1,0,unknown,yes
3936,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,yes
3937,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes
3938,39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,261,1,-1,0,unknown,yes
3939,39,blue-collar,single,secondary,no,0,no,no,cellular,22,jul,864,4,-1,0,unknown,yes
3940,39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown,yes
3941,39,blue-collar,single,secondary,no,1170,no,no,unknown,6,jun,383,1,-1,0,unknown,no
3942,39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
3943,39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
3944,39,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,150,1,-1,0,unknown,yes
3945,39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,unknown,no
3946,39,entrepreneur,married,secondary,no,283,yes,no,unknown,26,may,126,2,-1,0,unknown,no
3947,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,371,1,failure,yes
3948,39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown,yes
3949,39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,yes
3950,39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,unknown,no
3951,39,entrepreneur,married,tertiary,yes,1,yes,yes,unknown,29,may,102,1,-1,0,unknown,no
3952,39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,346,2,128,8,success,no
3953,39,housemaid,married,primary,no,34,yes,no,cellular,14,jul,377,3,-1,0,unknown,no
3954,39,housemaid,married,primary,no,267,no,no,unknown,9,jun,1151,5,-1,0,unknown,no
3955,39,housemaid,married,primary,no,2460,no,no,cellular,11,jul,194,3,-1,0,unknown,no
3956,39,housemaid,married,secondary,no,953,no,no,cellular,30,jan,23,6,232,3,other,no
3957,39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,362,8,-1,0,unknown,yes
3958,39,housemaid,married,tertiary,no,94,no,no,cellular,6,aug,181,2,-1,0,unknown,no
3959,39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,no
3960,39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,4,-1,0,unknown,no
3961,39,management,divorced,tertiary,no,30,no,yes,cellular,3,feb,265,4,-1,0,unknown,no
3962,39,management,divorced,tertiary,no,373,no,no,cellular,26,aug,148,4,-1,0,unknown,no
3963,39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1328,1,-1,0,unknown,yes
3964,39,management,divorced,tertiary,no,1968,no,no,cellular,21,nov,648,1,-1,0,unknown,yes
3965,39,management,divorced,tertiary,no,2193,yes,yes,unknown,2,jun,550,3,-1,0,unknown,no
3966,39,management,divorced,tertiary,no,4692,yes,no,telephone,19,nov,214,2,174,2,success,no
3967,39,management,married,primary,no,0,no,no,unknown,11,jun,308,7,-1,0,unknown,no
3968,39,management,married,primary,no,1873,no,no,unknown,9,jun,161,2,-1,0,unknown,no
3969,39,management,married,secondary,no,0,yes,no,cellular,24,jul,21,21,-1,0,unknown,no
3970,39,management,married,secondary,no,363,yes,yes,cellular,17,jul,184,1,-1,0,unknown,no
3971,39,management,married,secondary,no,517,yes,no,cellular,18,nov,387,3,196,2,failure,no
3972,39,management,married,secondary,no,1585,yes,no,cellular,30,jan,82,2,-1,0,unknown,no
3973,39,management,married,secondary,no,1880,no,no,cellular,12,aug,768,2,-1,0,unknown,yes
3974,39,management,married,secondary,no,11835,yes,no,cellular,11,aug,744,2,-1,0,unknown,yes
3975,39,management,married,tertiary,no,-468,yes,yes,cellular,8,aug,88,2,-1,0,unknown,no
3976,39,management,married,tertiary,no,-233,yes,no,cellular,19,nov,249,1,-1,0,unknown,no
3977,39,management,married,tertiary,no,-17,yes,yes,cellular,28,aug,908,1,-1,0,unknown,yes
3978,39,management,married,tertiary,no,0,no,no,cellular,28,aug,93,25,-1,0,unknown,no
3979,39,management,married,tertiary,no,0,no,no,cellular,29,aug,94,2,-1,0,unknown,no
3980,39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
3981,39,management,married,tertiary,no,0,no,no,unknown,27,may,205,8,-1,0,unknown,no
3982,39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,unknown,no
3983,39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown,no
3984,39,management,married,tertiary,no,45,no,no,cellular,28,aug,148,4,-1,0,unknown,no
3985,39,management,married,tertiary,no,51,no,no,cellular,20,aug,140,2,-1,0,unknown,no
3986,39,management,married,tertiary,no,141,yes,no,cellular,13,may,788,2,331,6,other,no
3987,39,management,married,tertiary,no,208,no,no,cellular,20,aug,170,4,-1,0,unknown,no
3988,39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown,yes
3989,39,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,3,-1,0,unknown,yes
3990,39,management,married,tertiary,no,309,no,no,cellular,26,aug,94,14,-1,0,unknown,no
3991,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
3992,39,management,married,tertiary,no,494,no,no,cellular,9,sep,216,1,183,5,success,yes
3993,39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
3994,39,management,married,tertiary,no,562,no,no,cellular,13,sep,303,2,-1,0,unknown,no
3995,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure,no
3996,39,management,married,tertiary,no,756,yes,no,unknown,2,jun,268,1,-1,0,unknown,no
3997,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
3998,39,management,married,tertiary,no,839,no,yes,cellular,11,oct,365,2,774,11,failure,no
3999,39,management,married,tertiary,no,937,no,no,cellular,16,apr,144,4,-1,0,unknown,yes
4000,39,management,married,tertiary,no,1241,yes,no,cellular,5,jun,138,2,-1,0,unknown,no
4001,39,management,married,tertiary,no,1363,no,no,cellular,21,aug,294,3,-1,0,unknown,no
4002,39,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733,3,-1,0,unknown,yes
4003,39,management,married,tertiary,no,1425,yes,no,cellular,12,may,775,3,-1,0,unknown,yes
4004,39,management,married,tertiary,no,1654,no,yes,cellular,21,nov,151,1,-1,0,unknown,no
4005,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,1,other,yes
4006,39,management,married,tertiary,no,1795,no,no,cellular,8,aug,922,7,-1,0,unknown,yes
